Title,Skills,Url
Mastering bitumen for better roads and innovative applications,"['Energy', 'Chemical Engineering', 'Chemistry', 'Road Construction']",https://www.coursera.org/learn/mastering-bitumen
Kalman Filter Boot Camp (and State Estimation),"['Applying Kalman filters for state estimation', 'Learning state-space models for Kalman filters', 'Understanding the purpose of a Kalman filter']",https://www.coursera.org/learn/kalman-filter-boot-camp-state-estimation
Structured Approach to Problem Solving,"['Critical Thinking', 'structured thinking', 'Problem Solving', 'Human Centric Design', 'problem statement']",https://www.coursera.org/learn/structured-problem-solving
Data Scientist Career Guide and Interview Preparation,"['Career Development', 'Interviewing Skills', 'Job Preparation', 'Resume Building']",https://www.coursera.org/learn/career-guide-and-interview-prep-for-data-science-pc
Business Implications of AI: A Nano-course,"['Artificial Intelligence (AI)', 'Corporate strategy', 'Leadership', 'Technology Management', 'Technology foresighting']",https://www.coursera.org/learn/business-implications-ai-nano-course
Google IT Support Professional Certificate,"['Cybersecurity', 'Wireless Security', 'Cryptography', 'Network Security', 'Directory Service', 'Lightweight Directory Access Protocol (LDAP)', 'Backup', 'Domain Name System (DNS)', 'Ipv4', 'Network Model']",https://www.coursera.org/professional-certificates/google-it-support
Software Development on SAP HANA,"['SAP S/4HANA architecture', 'SAP S/4HANA functional modules', 'SAP S/4HANA data modeling', 'SAP Activate framework', 'Enterprise structure in SAP HANA']",https://www.coursera.org/learn/software-development-on-sap-hana
Music Production Specialization,"['Audio Editing', 'Music', 'Sound Design', 'Audio Recording', 'Music production']",https://www.coursera.org/specializations/music-production
IBM COBOL Basics,"['COBOL coding', 'Symbols', 'COBOL Structure', 'COBOL Divisions', 'Column Structure']",https://www.coursera.org/learn/ibm-cobol-basics
Visual Elements of User Interface Design,"['User Interface Design (UI Design)', 'User Experience (UX)', 'Graphic Design']",https://www.coursera.org/learn/visual-elements-user-interface-design
Data Science in Real Life,"['Statistics', 'Data Science', 'Data Analysis', 'Data Management']",https://www.coursera.org/learn/real-life-data-science
5G Mobile Networks Specialization,"['5G Protocols and Standards', '5G Core Architecture', '5G Network Architecture', '5G Technology', 'MIMO and Beamforming', '5G Network Security']",https://www.coursera.org/specializations/5g-mobile-networks-technology-architecture-and-protocols
Clinical Terminology for International and U.S. Students,"['English Language', 'Clinical Experience', 'Vital Signs', 'Medical Device']",https://www.coursera.org/learn/clinical-terminology
Managing Information System Security Architecture,"['Identity Management (IDM)', 'Conformance Testing', 'Security Governance', 'Compliance Testing', 'Secure configuration', 'Identity And Access Management']",https://www.coursera.org/learn/information-system-security-architecture-course-3
Introduction to Electricity and Magnetism Specialization,"['Force Fields', 'Calculus', 'Physics', 'Electronic Circuits', 'Electrical Engineering', 'Force Fields', 'Calculus', 'Physics', 'Electronic Circuits', 'Electrical Engineering']",https://www.coursera.org/specializations/introduction-to-electricity-magnetism
Wearable Technologies and Sports Analytics,"['Data Analysis', 'Python Programming', 'sports analytics']",https://www.coursera.org/learn/wearable-technologies
Practical Predictive Analytics: Models and Methods,"['Random Forest', 'Predictive Analytics', 'Machine Learning', 'R Programming']",https://www.coursera.org/learn/predictive-analytics
Engineering Genetic Circuits: Design,"['Biology', 'Genetic Circuit Assembly', 'Genetic circuit parts', 'Genetic circuit devices', 'Genetic Circuit Design']",https://www.coursera.org/learn/engineering-genetic-circuit-design
Vector Search with Relational Databases using PostgreSQL,"['Database Indexing', 'Data Performance', 'PostgreSQL', 'Vector Database Operations', 'SQL']",https://www.coursera.org/learn/vector-search-with-relational-databases-using-postgresql
Deep Time: Discovering an Ancient Earth,"['Critical Assessment of Science', 'History of Science', 'Geologic History of the Rocky Mountains', 'Geological Methods', 'Evidence for Ancient Earth']",https://www.coursera.org/learn/deep-time-discovering-an-ancient-earth
Modeling and Control of Power Electronics Specialization,"['Modeling And Simulation', 'Power Supplies', 'Photovoltaic (PV) Systems', 'Power Electronics', 'Circuit Design']",https://www.coursera.org/specializations/modeling-and-control-of-power-electronics
HPE Aruba Networking Campus Access Basics,"['Dynamic Segmentation', 'Wireless LAN (WLAN)', 'Gateways', 'Computer Network', 'Switches']",https://www.coursera.org/learn/campus-access-basics
Introduction to Cloud Networking Solutions,"['Software-Defined Networking', 'CN2', 'Cloud', 'Network Virtualization', 'Network Function Virtualization']",https://www.coursera.org/learn/juniper-contrail-networking
Speaking and Presenting: Pitches and Persuasion,"['Ingenuity', 'Problem Solving', 'Dynamic Movement', 'Optimism', 'Resilience']",https://www.coursera.org/learn/speaking-and-presenting-pitches-persuasion
Social Psychology of Attraction and Relationships,"['Relationship Building', 'Relationship Management']",https://www.coursera.org/learn/social-psychology-of-attraction-and-relationships
Apache Kafka Specialization,"['Apache Flume', 'Connector', 'Producers and Consumers', 'Kafka Clusters', 'Serialization', 'Kafka Streams', 'Apache Kafka Architecture', 'Apache Zookeeper', 'Apache Kafka', 'Apache Storm']",https://www.coursera.org/specializations/complete-apache-kafka-course
The Ultimate Hands-On Hadoop,"['MongoDB', 'spark', 'Hadoop', 'Kafka', 'Apache Hadoop', 'Big Data', 'Spark']",https://www.coursera.org/learn/packt-the-ultimate-hands-on-hadoop-enniy
Mental Health Care Fundamentals Specialization,"['Medical Ethics', 'Understand Age-Related Psychological Changes', 'Apply Support Techniques for Adolescents and Adults', 'Identify behavioral patterns', 'Medical Ethics', 'Understand Age-Related Psychological Changes', 'Apply Support Techniques for Adolescents and Adults', 'Identify behavioral patterns']",https://www.coursera.org/specializations/mental-health-care-fundamentals
Google Cloud DevOps Fundamentals,"['Software Development', 'Expertise in Programming Languages and CLI.', 'knowledge of DevOps with build and deployment process works']",https://www.coursera.org/learn/gcp-google-cloud-devops-fundamentals
GCP Professional Architect Specialization,"['Google Cloud Dataproc', 'Bigtable', 'Google Cloud Platform (GCP)', 'Google Storage', 'CloudSQL', 'Firewall Rules', 'VPCs and VPNs', 'IAM', 'Google Cloud Security', 'Google Compute Engine (GCE)', 'Kubernetes clusters']",https://www.coursera.org/specializations/gcp-professional-architect-course
"Python for Data Science, AI & Development","['Data Science', 'Data Analysis', 'Python Programming', 'Numpy', 'Pandas']",https://www.coursera.org/learn/python-for-applied-data-science-ai
Operating Systems Fundamentals,"['Managing Jobs and Processes', 'Managing the File System in Linux', 'User and Group Accounts', 'Managing Linux Permissions and Ownership', 'Performing Basic Linux Tasks']",https://www.coursera.org/learn/akamai-operating-systems
Forming Christ-Shaped Leaders,"['Theology', 'Leadership', 'Methodism', 'Ministry', 'Spiritual Direction']",https://www.coursera.org/learn/theology-forming-christ-shaped-leaders
Business Foundations Specialization,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet', 'Decision-Making', 'Change Management', 'Human Resources (HR)', 'Process Management', 'Operations Management', 'Six Sigma', 'Inventory', 'Finance']",https://www.coursera.org/specializations/wharton-business-foundations
Preparation for CompTIA A+ Certification Specialization,"['Practice Exam', 'Network Security', 'Hardware Troubleshooting', 'Operating Systems', 'CompTIA A+', 'Practice Exam', 'Network Security', 'Hardware Troubleshooting', 'Operating Systems', 'CompTIA A+']",https://www.coursera.org/specializations/preparation-comptia-certification
Quantifying Relationships with Regression Models,"['General Linear Model', 'Linear Regression', 'Statistical Analysis']",https://www.coursera.org/learn/quantifying-relationships-regression-models
"Designing, Running, and Analyzing Experiments","['Statistics', 'Experimental Design', 'R Programming', 'Statistical Model', 'Experiment']",https://www.coursera.org/learn/designexperiments
"Project Management Foundations, Initiation, and Planning","['Project Management', 'Project Planning', 'Project initiation']",https://www.coursera.org/learn/project-management-foundations-initiation-and-planning
The Cybersecurity Culture Blueprint: A Proactive Approach,"['threat intelligence monitoring', 'assessments', 'Implementation', 'establishing policies and procedures', 'creating cybersecurity committees']",https://www.coursera.org/learn/cybersecurity-culture-blueprint
Music Education for Teachers Specialization,"['Improvisation', 'Music Education', 'Music', 'Songwriting', 'Music production', 'Improvisation', 'Music Education', 'Music', 'Songwriting', 'Music production']",https://www.coursera.org/specializations/music-education
Mastering User Centric Design with Generative AI Specialization,"['Design Thinking', 'User Journey Mapping', 'Mind Map', 'Primary Research', 'Information Synthesis', 'Business Consulting', 'Secondary Research', 'Generative AI', 'User Experience (UX) Design', 'Data Analysis', 'Design Thinking', 'User Journey Mapping', 'Mind Map', 'Primary Research', 'Information Synthesis', 'Business Consulting', 'Secondary Research', 'Generative AI', 'User Experience (UX) Design', 'Data Analysis']",https://www.coursera.org/specializations/mastering-user-centric-design-with-generative-ai
Portfolio and Risk Management,"['Portfolio Theories', 'Risk Management', 'Value At Risk (VAR)', 'Portfolio Optimization']",https://www.coursera.org/learn/portfolio-risk-management
Ethical Leadership Specialization,"['Why Business?', 'Ethics of Technology', 'Diverse Leadership', 'Ethical Leadership', 'Ethics of Communication']",https://www.coursera.org/specializations/ethical-leadership
Rebuilding Our Relationship with Food,"['Practice self-compassion with regard to your eating behaviors and food choices.', 'Observe your own unique eating patterns and identify areas of improvement.']",https://www.coursera.org/learn/food-relationship-mindful-eating-health
Gender Analytics: Gender Equity through Inclusive Design Specialization,"['Data Analysis', 'Analytics', 'Leadership', 'Gender Based Analysis', 'Design Thinking']",https://www.coursera.org/specializations/gender-analytics
Introduction to Logic,"['Relational Algebra', 'Problem Solving', 'Propositional Calculus', 'Mathematical Logic']",https://www.coursera.org/learn/logic-introduction
Business Analytics Capstone,"['Customer Analytics', 'Strategic Management', 'Data Analysis', 'Business Analytics']",https://www.coursera.org/learn/wharton-capstone-analytics
Machine Learning Essentials,"['Logistic Regression', 'Linear Regression', 'Machine Learning Methods']",https://www.coursera.org/learn/machine-learning-essentials
Process Data from Dirty to Clean,"['Spreadsheet', 'Data Integrity', 'Sample Size Determination', 'SQL', 'Data Cleansing']",https://www.coursera.org/learn/process-data
"Remote Sensing Image Acquisition, Analysis and Applications","['Radar Systems', 'Remote Sensing', 'Machine Learning', 'Image Analysis']",https://www.coursera.org/learn/remote-sensing
"Foreign Policies of Great, Middle, and Small Powers","['Clear Articulation', 'Information Processing', 'Writing Proficiency', 'Analytical Skills', 'Reading Proficiency']",https://www.coursera.org/learn/opj-foreign-policies-of-great-middle-and-small-powers
Generative AI Language Modeling with Transformers,"['Bidirectional Representation for Transformers (BERT)', 'Positional encoding and masking', 'Generative pre-trained transformers (GPT)', 'Language transformation', 'PyTorch functions']",https://www.coursera.org/learn/generative-ai-language-modeling-with-transformers
Strategic Management and Innovation Specialization,"['Strategic Management', 'Strategy Implementation', 'Strategic Thinking', 'Business Strategy', 'Strategic Management', 'Strategy Implementation', 'Strategic Thinking', 'Business Strategy']",https://www.coursera.org/specializations/strategic-management
ADVANCEing FieldSafety: Changing the Culture of Fieldwork,"['Field Research', 'Culture Change', 'Fieldwork', 'Field Safety Training', 'Geoscience']",https://www.coursera.org/learn/advanceing-fieldsafety-changing-the-culture-of-fieldwork
Intellectual Property Law Specialization,"['Strategic Thinking', 'Brand Management', 'Planning', 'Business Strategy', 'Intellectual Property']",https://www.coursera.org/specializations/introduction-intellectual-property
IBM COBOL Core,"['Computer Programming', ""Euler'S Totient Function"", 'Intrinsic Function', 'Sorting']",https://www.coursera.org/learn/ibm-cobol-core
Assessing and Improving Community Health,"['disease', 'patient', 'Community Health', 'Health Indicator']",https://www.coursera.org/learn/assessing-and-improving-community-health
Automotive Industrial Engineering,"['Management', 'Automotive Engineering', 'Management Innovation', 'Strategic Planning', 'automotive']",https://www.coursera.org/learn/automotive-industrial-engineering
TensorFlow: Advanced Techniques Specialization,"['Model Interpretability', 'Object Detection', 'Custom and Exotic Models', 'Generative Machine Learning', 'Custom Training Loops']",https://www.coursera.org/specializations/tensorflow-advanced-techniques
Introduction to Cybersecurity Fundamentals,"['Authentication', 'Cybersecurity', 'Privacy', 'Mitigation', 'Protection']",https://www.coursera.org/learn/introduction-to-cybersecurity-fundamentals
Application Development using Microservices and Serverless,"['Representational State Transfer (REST)', 'Cloud Applications', 'Openshift', 'Microservices', 'serverless']",https://www.coursera.org/learn/applications-development-microservices-serverless-openshift
Setting Up Your Sale,"['Outside Sales', 'Customer Relationship Management (CRM)', 'Sales Presentation', 'Inside Sales', 'Career Development']",https://www.coursera.org/learn/develop-with-dell-it-sales-setting-up-your-sale
Real Estate Property Management,"['Property Management Principles', 'Operational Efficiency Strategies', 'Technology Integration', 'Profitability Maximization Techniques', 'Case Study Analysis']",https://www.coursera.org/learn/real-estate-property-management
Supply Chain Analytics,"['Data Analysis', 'Competitive Analysis and Benchmark', 'Distribution and Logistics', 'Inventory and Transportation', 'Supply Chain Planning']",https://www.coursera.org/learn/supply-chain-analytics
Getting Started with Front-End and Web Development,"['Web Development', 'Wordpress', 'Front-End Web Development', 'UI/UX Designer', 'No-code']",https://www.coursera.org/learn/getting-started-with-front-end-and-web-development
Data Collection and Processing with Python,"['Data Collection', 'Python Programming', 'API Documentation']",https://www.coursera.org/learn/data-collection-processing-python
Generative AI for Data Analysts Specialization,"['Artificial Intelligence (AI)', 'Data Analysis', 'Prompt Engineering', 'prompt patterns', 'Generative AI', 'Artificial Intelligence (AI)', 'Data Analysis', 'Prompt Engineering', 'prompt patterns', 'Generative AI']",https://www.coursera.org/specializations/generative-ai-for-data-analysts
Integrating AWS with the SDK,"['Identity Management (IDM)', 'Amazon Elastic Compute Cloud (Amazon EC2)', 'amazon s3', 'Software Development Kit (SDK)', 'AWS Lambda']",https://www.coursera.org/learn/integrate-aws-sdk
Data Analytics in the Public Sector with R Specialization,"['Public Policy', 'Data Analysis', 'Ggplot2', 'Data Visualization', 'Rstudio']",https://www.coursera.org/specializations/data-analytics-in-the-public-sector-with-r
AWS Cloud Solutions Architect  Professional Certificate,"['Data Lakes', 'AWS Management Console', 'AWS Certification Preparation', 'Cloud Architecture', 'Architecting on AWS']",https://www.coursera.org/professional-certificates/aws-cloud-solutions-architect
Evaluating Designs with Users,"['User Research', 'human computer interaction', 'User Experience (UX)', 'User Experience Design (UXD)']",https://www.coursera.org/learn/evaluating-designs-with-users
Financial Accounting Fundamentals,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",https://www.coursera.org/learn/uva-darden-financial-accounting
PepsiCo: Water Stewardship Specialization,"['Water Conservation', 'Sustainability', 'Water Conservation', 'Sustainability']",https://www.coursera.org/specializations/water-stewardship-pepsico
Medical Cannabis: The Health Effects of THC and CBD Specialization,"['How to ask insightful questions about the safety of cannabis and CBD products', 'Creation of concise evidence-based infographics on cannabis and CBD']",https://www.coursera.org/specializations/health-effects-cannabis-thc-cbd
"English for Science, Technology, Engineering, and Mathematics","['English Grammar', 'Nanotechnology', 'English Language', 'Solar Energy']",https://www.coursera.org/learn/stem
DevOps for Network Automation (NetDevOps),"['Docker', 'CI/CD Pipeline', 'Python Virtual Environments', 'Devops', 'Software Design']",https://www.coursera.org/learn/devops-for-network-automation-netdevops
Fundamentals of Blockchain Architecture,"['Cryptography', 'Consensus Decision-Making', 'Blockchain', 'Architectural Security', 'Blockchain security']",https://www.coursera.org/learn/fundamentals-blockchain-architecture
AI & ML Applications in Oil and Gas Industry,"['Advances in AI Technology for O&G Industry', 'Data handling in O&G Industry', 'Onshore and Offshore Hydrocarbon Storage Facilities', 'Seismic Data Processing using AI & ML']",https://www.coursera.org/learn/aiml-applications-in-oil-and-gas-industry
Implementation of PhET Activities for STEM Education,"['Teaching', 'Simulation', 'Lesson Plan']",https://www.coursera.org/learn/implementation-of-phet-activities-for-stem-education
Search Engine Optimization (SEO) Specialization,"['Search Algorithm', 'Search Engine Optimization (SEO)', 'Business Reporting', 'Inbound Marketing', 'Data Analysis', 'Social Media Marketing', 'Social Media', 'Content Marketing', 'Mathematical Optimization']",https://www.coursera.org/specializations/seo
Leverage Data Science for a More Agile Supply Chain Specialization,"['Data-Informed Decision-Making', 'Risk identification', 'Resource and Capacity Optimization', 'Agile Supply Chain Planning', 'Analyze Metrics']",https://www.coursera.org/specializations/leverage-data-science-agile-supply-chain
Communicating Data Insights with Tableau,"['Data storytelling', 'Interactive Dashboards', 'Data Presentations']",https://www.coursera.org/learn/communicating-data-insights-with-tableau
Fundamentals of Scientific Research Under Uncertainty,"['Research Methods', 'Probability']",https://www.coursera.org/learn/uncertainty-and-research
Data Science Project Capstone: Predicting Bicycle Rental,"['Correlation', 'Project Life Cycle', 'Regression', 'Project Life Cycle']",https://www.coursera.org/learn/data-science-project-capstone-predicting-bicycle-rental
Digital Technologies and the Future of Manufacturing  Specialization,"['Bussiness', 'technology', 'Manufacturing Process Management', 'Industrial Internet of Things (IIoT)']",https://www.coursera.org/specializations/digital-technologies-future-of-manufacturing
Getting There and Going Beyond,"['Rockets', 'Drones', 'Satellites', 'Aeronautics', 'Astronauts']",https://www.coursera.org/learn/getting-there-and-going-beyond
Digital Forensics for Pentesters - Hands-On Learning,"['Hacking', 'Penetration Testing', 'Ethical Hacking', 'Digital Forensics', 'Kali Linux']",https://www.coursera.org/learn/packt-digital-forensics-for-pentesters-hands-on-learning-f4gfm
Architecting Applications for IBM Z and Cloud,"['IBM Z Architect', 'IBM Z', 'z/OS', 'architect']",https://www.coursera.org/learn/architecting-applications-ibm-z-cloud
Introduction to Data Science in Python,"['Python Programming', 'Numpy', 'Pandas', 'Data Cleansing']",https://www.coursera.org/learn/python-data-analysis
Financial Analysis - Skills for Success Specialization,"['Accounting', 'Strategic Management', 'Finance', 'Scenario Analysis', 'financial statement analysis', 'Accounting', 'Strategic Management', 'Finance', 'Scenario Analysis', 'financial statement analysis']",https://www.coursera.org/specializations/financial-analysis-skills-for-success
Scientific Writing for Research Grant Proposals,"['Grant Applications', 'Persuasive Writing', 'Scientific Writing', 'Grant Writing', 'Health Research']",https://www.coursera.org/learn/scientific-writing
Data Visualization in Excel,"['Microsoft Excel', 'Data Visualization']",https://www.coursera.org/learn/excel-data-visualization
"Network Management, Automation, and Emerging Technologies","['Ansible', 'Simple Network Management Protocol (SNMP)', 'SNMP', 'Syslog', 'SD-WAN', 'Network Quality Of Service (QoS)']",https://www.coursera.org/learn/packt-network-management-automation-and-emerging-technologies-2efp6
Sourcing Analytics,"['bargain power analysis', 'Analytics', 'Market Intelligence', 'Sourcing', 'Supplier analysis']",https://www.coursera.org/learn/sourcinganalytics
Introduction to Automotive Embedded Systems,"['Embedded Systems Design', 'Automotive Technology Applications', 'Microcontroller Programming', 'Real-world Case Analysis', 'Sensor Integration', 'sensor integration']",https://www.coursera.org/learn/introduction-to-automotive-embedded-systems
Object Oriented Programming in Java Specialization,"['Software Engineering', 'Data Structure', 'Computer Programming', 'Data Analysis', 'Algorithms', 'Problem Solving', 'Hash Table', 'Debugging', 'Software Design', 'Java Programming', 'Object-Oriented Programming (OOP)']",https://www.coursera.org/specializations/object-oriented-programming
Attitude Control with Momentum Exchange Devices,"['RW Performance Envelopes', 'Nonlinear Attitude Control', 'Variable Speed Control Moment Gyroscopes', 'Reaction Wheels', 'Control Moment Gyroscopes (CMGs)']",https://www.coursera.org/learn/attitude-control-momentum-exchange-devices
Data Science Methods for Quality Improvement Specialization,"['Data Science', 'Data Analysis', 'Process Engineering', 'Rstudio', 'Quality Improvement', 'Data Science', 'Data Analysis', 'Process Engineering', 'Rstudio', 'Quality Improvement']",https://www.coursera.org/specializations/data-science-methods-for-quality-improvement
Understanding Cancer Metastasis,"['Cancer', 'Molecular Biology', 'Cancer Biology', 'Cancer Stem Cells']",https://www.coursera.org/learn/cancer-metastasis
Business Analytics for Decision Making,"['Data Analysis', 'Simulation', 'Business Analytics', 'Mathematical Optimization']",https://www.coursera.org/learn/business-analytics-decision-making
Foundations for Big Data Analysis with SQL,"['Big Data', 'Data Analysis', 'Data Warehousing', 'Database (DBMS)', 'SQL']",https://www.coursera.org/learn/foundations-big-data-analysis-sql
Excel Essentials and Beyond,"['Microsoft Excel', 'Data Manipulation', 'Data Visualization', 'Pivot Table', 'Dashboard Creation']",https://www.coursera.org/learn/excel-essentials-and-beyond
Advanced Machine Learning Algorithms,"['Bagging and Boosting Algorithms', 'Model Selection', 'Regularization', 'hyperparameter tuning']",https://www.coursera.org/learn/advanced-machine-learning-algorithms
Mobile Development and JavaScript,"['•\tCreate simple JavaScript code', '•\tCreate and manipulate objects and arrays', '•\tWrite unit testing using Jest']",https://www.coursera.org/learn/mobile-development-and-javascript
Energy Justice: Fostering More Equitable Energy Futures,"['designing and redesigning energy systems to put justice at the center', 'recognizing energy injustice', 'applying concepts and tools to advance energy justice']",https://www.coursera.org/learn/energy-justice
Python Data Analytics,"['Data Analysis', 'Python Programming', 'Pandas', 'Data Visualization']",https://www.coursera.org/learn/python-data-analytics
Android App Capstone,"['Android Studio', 'Kotlin', 'UX and UI']",https://www.coursera.org/learn/android-app-capstone
Introduction to OSHA: Safety Standards and Compliance,"['Occupational Safety and Health', 'Worker Health', 'Occupational Law', 'OSHA', 'Worker Safety']",https://www.coursera.org/learn/introduction-to-osha-safety-standards-and-compliance
Introduction to Data Engineering,"['The principles of good data architecture', 'Requirements Gathering', 'AWS cloud fundamentals', 'Thinking like a data engineer', 'Translating requirements into tool and technology choices']",https://www.coursera.org/learn/intro-to-data-engineering
Strategy Formulation,"['Strategic Management', 'Decision-Making', 'Strategic Thinking', 'Business Strategy']",https://www.coursera.org/learn/strategy-formulation
Linear Regression in R for Public Health,"['Correlation And Dependence', 'Linear Regression', 'R Programming']",https://www.coursera.org/learn/linear-regression-r-public-health
Digital Twins,"['Information technology infrastructure', 'Business', 'Digital Twins', 'Manufacturing Process Management']",https://www.coursera.org/learn/digital-twins
Introduction to Artificial Intelligence (AI),"['Generative AI', 'AI ethics', 'Natural Language Processing', 'Machine Learning', 'Artificial Intelligence']",https://www.coursera.org/learn/introduction-to-ai
Pricing Strategy in Practice,"['Conjoint Analysis', 'Competition (Economics)', 'Pricing Economics', 'Pricing Strategies', 'Executive Presentation']",https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-practice
Touring 101 for Musicians,"['Marketing Plan', 'Talent Management', 'Music business', 'Fan Interest', 'Tour Planning']",https://www.coursera.org/learn/touring-101-for-musicians
Advanced Business Analytics Specialization,"['Data Analysis', 'SQL', 'Data Visualization', 'Mathematical Optimization']",https://www.coursera.org/specializations/data-analytics-business
Preparing for and Passing Technical Certifications,"['Test Taking', 'Test Preparation', 'Certification Prep', 'Learning Styles']",https://www.coursera.org/learn/preparing-for-and-passing-technical-certifications
Introduction to Psychology,"['Psychological Issues', 'Psychology', 'Social Psychology', 'Mental Illness']",https://www.coursera.org/learn/introduction-psych
Scripting with Python and SQL for Data Engineering,"['Python Programming', 'Database (DBMS)', 'SQL', 'Web Scraping', 'MySQL']",https://www.coursera.org/learn/scripting-with-python-sql-for-data-engineering-duke
Build and Execute an Organisational AI Strategy,"['Apply a Governance Structure for GenAI solutions', 'Designing a GenAI strategy', 'Developing a GenAI capability']",https://www.coursera.org/learn/build-and-execute-an-organisational-ai-strategy
Sequence Models,"['Gated Recurrent Unit (GRU)', 'Recurrent Neural Network', 'Natural Language Processing', 'Long Short Term Memory (LSTM)', 'Attention Models']",https://www.coursera.org/learn/nlp-sequence-models
Sustainable Consumption and Health,"['Problem Solving', 'Performance', 'disease', 'Flow Network']",https://www.coursera.org/learn/sustainable-consumption-health
Cloud Networking,"['Software-Defined Networking', 'Python Programming', 'Cloud Infrastructure', 'Cloud Computing']",https://www.coursera.org/learn/cloud-networking
The STATA OMNIBUS: Regression and Modelling with STATA,"['data analysis with STATA', 'non-linear regression STATA', 'econometrics STATA', 'STATA regression', 'linear regression STATA']",https://www.coursera.org/learn/packt-the-stata-omnibus-regression-and-modelling-with-stata-m7ul1
Security Concepts and Practices,['security concepts'],https://www.coursera.org/learn/security-concepts-and-practices
Meta Social Media Marketing Professional Certificate,"['Social Media Marketing', 'Generative AI in Social Media Marketing', 'Brand Management', 'Content Marketing', 'Digital Marketing', 'Performance Advertising', 'Social Media Marketing', 'Generative AI in Social Media Marketing', 'Brand Management', 'Content Marketing', 'Digital Marketing', 'Performance Advertising']",https://www.coursera.org/professional-certificates/facebook-social-media-marketing
What is Qualitative Research?,"['Trustworthiness in Qualitative Research', 'Research Evaluation', 'Interpretive Framework', 'Researcvher-Participant Relationship']",https://www.coursera.org/learn/what-is-qualitative-research
What Is Contemporary Art?,"['Art History', 'Art', 'History', 'Creativity', 'Museums']",https://www.coursera.org/learn/contemporary-art
Fandom and Popular Culture in the Digital Age Specialization,"['Self-Reflection', 'Communication', 'analysis', 'Writing', 'close reading', 'Self-Reflection', 'Communication', 'analysis', 'Writing', 'close reading']",https://www.coursera.org/specializations/fandom-popular-culture-digital-age
Engineering Project Management Specialization,"['Schedule', 'Project Management', 'Procurement', 'Earned Value Management (EVMT)', 'Planning']",https://www.coursera.org/specializations/engineering-project-management
"Anatomy, Physiology, and Kinesiology for Fitness Professions","['Anatomy', 'Human movement', 'Cardiovascular Physiology', 'Physical Activity', 'Biomechanics']",https://www.coursera.org/learn/anatomy-physiology-and-kinesiology-for-fitness
Success,"['goal setting', 'Happiness', 'Personality Development', 'Personal Development']",https://www.coursera.org/learn/wharton-success
Rapid Prototyping Using 3D Printing Specialization,"['3D printing', 'product design', 'Prototyping', 'Product Development', '3D printing', 'product design', 'Prototyping', 'Product Development']",https://www.coursera.org/specializations/rapid-prototyping-using-3d-printing
What Does IT Sales Entail?,"['Outside Sales', 'Customer Relationship Management (CRM)', 'Sales', 'Inside Sales', 'Career Development']",https://www.coursera.org/learn/develop-with-dell-it-sales-what-does-it-sales-entail
"Security Platforms, IPsec, and Troubleshooting","['Virtual Private Network (VPN)', 'Network Security', 'IP Security (IPSEC)', 'Troubleshooting', 'SRX Series']",https://www.coursera.org/learn/juniper-srx-ipsec-and-troubleshooting
Supervised Machine Learning: Regression and Classification,"['Linear Regression', 'Regularization to Avoid Overfitting', 'Logistic Regression for Classification', 'Gradient Descent', 'Supervised Learning']",https://www.coursera.org/learn/machine-learning
The Complete Ethical Hacking Bootcamp: Beginner To Advanced Specialization,"['Network Security', 'Penetration Testing', 'network security', 'cybersecurity', 'Ethical Hacking', 'Cybersecurity', 'system exploitation', 'Network Security', 'Penetration Testing', 'network security', 'cybersecurity', 'Ethical Hacking', 'Cybersecurity', 'system exploitation']",https://www.coursera.org/specializations/packt-the-complete-ethical-hacking-bootcamp-beginner-to-advanced
GenAI for Business Intelligence Analysts,"['Data Exploration Techniques', 'Enhanced Data Visualization', 'Collaboration and Feedback', 'Project Implementation', 'Automating Routine Tasks']",https://www.coursera.org/learn/genai-for-business-intelligence-analysts
Statistical Analysis Fundamentals using Excel,"['Statistics', 'Data Analysis', 'Microsoft Excel', 'Business Intelligence (BI)', 'Data Visualization']",https://www.coursera.org/learn/statistics-fundamentals-using-excel
Hacking COVID-19: Metabolic Pathway Analysis Yields SARS-CoV-2 Drug Targets,['Bioinformatics'],https://www.coursera.org/learn/hacking-covid-19--course-4-searching-for-drug-targets
Responsible AI in the Generative AI Era,"['responsible AI', 'Critical Thinking', 'Problem Solving', 'Cross-Cultural Communication', 'Generative AI']",https://www.coursera.org/learn/responsible-ai-in-generative-ai
ASP.NET Core MVC - Cross-Platform Development,"['Docker', '.NET 7', 'Cross-Platform development', 'API endpoints', 'ASP.NET', 'Cross-Platform Development', 'API Endpoints']",https://www.coursera.org/learn/packt-asp-net-core-mvc-cross-platform-development-udgh6
Total Rewards & the Role of Compensation & Benefits,"['Compensation strategy', 'Compensation Program Design', 'Benefits Strategies', 'Compensation Strategy']",https://www.coursera.org/learn/adp-total-rewards-and-role-of-comp-and-benefits
Communication Skills for Engineers Specialization,['Writing'],https://www.coursera.org/specializations/leadership-communication-engineers
Water Resources Management and Policy,"['Policy Analysis', 'International Law', 'International Relations', 'Law']",https://www.coursera.org/learn/water-management
Introduction to C# Programming and Unity,"['Video Game Development', 'C Sharp (C#) (Programming Language)', 'Unity (User Interface)', 'Game Programming']",https://www.coursera.org/learn/introduction-programming-unity
