University,Degree Program,Year,Course Name,Skills
UOK,Data Science,3,Theory of Programming Languages,"Programming, Problem Solving, Communication, Code Design, Algorithm Implementation, Presentation Skills, Professional Writing"
UOK,Data Science,3,Advanced Data Structures and Algorithms,"Graph Algorithms, Dynamic Programming, Greedy Algorithms, Advanced Trees, Algorithm Optimization"
UOK,Data Science,3,Project Management for Computing,"Git, Documentation, Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Project Planning, Team Collaboration, Presentation Skills"
UOK,Data Science,3,Semantic Web and Ontological Modeling,"HTML, CSS, JavaScript, Frontend Development, jQuery, Bootstrap"
UOK,Data Science,3,Systems Administration,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Data Science,3,Wireless Communications and Networking,"Communication, WiFi Standards, Wireless Protocols, RF Engineering, Mobile Networks, 5G Technology, Presentation Skills, Professional Writing"
UOK,Data Science,3,Natural Language Processing,"Communication, Presentation Skills, Professional Writing"
UOK,Data Science,3,Deductive Reasoning and Logic Programming,"Prolog, Logic Programming, Declarative Programming, Constraint Solving"
UOK,Data Science,3,English for Professional Purposes,"Team Management, Communication, Process Management, Memory Management, Scheduling, Deadlock Prevention, Linux/Unix, Technical Writing, Teamwork, Professional Conduct"
UOK,Data Science,3,Introduction to Entrepreneurship,"Financial Management, Digital Marketing & SEO, Data Analytics & Interpretation"
UOK,Data Science,3,Research Methodology and Scientific Communication,"Network Protocols, Network Design, Research Methodologies, Data Collection, Communication, TCP/IP, Routing, Switching, Wireshark, Literature Review, Academic Writing, LaTeX, Presentation Skills, Professional Writing"
UOK,Data Science,3,Social and Professional Issues,"Communication, Technical Writing, Teamwork, Professional Conduct"
UOK,Data Science,3,Distributed Systems and Cloud Computing,"Distributed Algorithms, Consensus Protocols, CAP Theorem, Distributed Databases, RPC"
UOK,Data Science,3,Computer Graphics,"3D Modeling, OpenGL, Rendering, Shaders, Computer Graphics, Ray Tracing"
UOK,Data Science,3,Introduction to Game Development,"C#, Game Design, Unity, Unreal Engine, Game Physics, Game AI, 3D Graphics"
UOK,Data Science,3,Data Mining and Warehousing,"Association Rules, Classification, Clustering, Pattern Recognition, Weka, Anomaly Detection"
UOK,Data Science,3,Blockchain Technology,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
UOK,Data Science,3,Advanced Database Applications,"Query Optimization, Indexing, Transaction Management, NoSQL, Database Tuning"
UOK,Data Science,3,Complex Systems and Agent Technology,"Simulation, Multi-Agent Systems, Complex Systems Modeling, Emergent Behavior"
UOK,Data Science,3,Parallel Computing,"MPI, OpenMP, CUDA, GPU Programming, Parallel Algorithms, HPC"
UOK,Data Science,4,Research Project,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
UOK,Data Science,4,Industrial Training,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation, Industry Practices, Professional Experience, Workplace Skills, Applied Learning"
UOK,Data Science,4,Software Architecture and Design,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Data Science,4,Emerging Technologies in Computing,"Innovation, Technology Trends, Emerging Technologies, Tech Research"
UOK,Data Science,4,Introduction to Quantum Computing,"Qiskit, quantum programming, algorithm development"
UOK,Data Science,4,"Governance, Risk Management and Compliance","Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
UOK,Data Science,4,Cyber Crime and Forensics,"Digital Forensics, Incident Response, Evidence Collection, Forensic Tools, Chain of Custody"
UOK,Data Science,4,Cyber Laws and Standards,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Data Science,4,Internet of Things,"Arduino, Raspberry Pi, IoT Protocols, MQTT, Sensor Integration, Edge Computing"
UOK,Data Science,4,Python for Data Science,"Python, Data Analysis, NumPy, Pandas, pip, Virtual Environments, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
UOK,Data Science,4,Data Visualization,"Matplotlib, Seaborn, Pandas, Numpy"
UOK,Data Science,4,Big Data Analytics,"Hadoop, Spark, Scala, MapReduce, Hive, Distributed Computing"
UOK,Data Science,4,NoSQL Databases,"SQL, Database Design, Team Management, Normalization, ER Diagrams, CRUD Operations, Relational Algebra, Process Management, Memory Management, Scheduling, Deadlock Prevention, Linux/Unix"
UOK,Data Science,4,Time Series Analysis for Data Science,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
UOK,Data Science,4,Big Data Architecture and Management,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
UOK,Data Science,4,Geographical Information Systems,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Data Science,4,Artificial Neural Networks,"Network Protocols, Network Design, TCP/IP, Routing, Switching, Wireshark"
UOK,Data Science,4,Deep Learning,"Neural Networks, Pytorch, Tensorflow"
UOK,Data Science,4,High Performance Computing,"MPI, OpenMP, CUDA, GPU Programming, Parallel Algorithms, HPC"
UOK,Computer Science,1,Mathematics for Computer Science I,"Problem Solving, Mathematical Modeling, Mathematical Reasoning"
UOK,Computer Science,1,Fundamentals of Statistics,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
UOK,Computer Science,1,Structured Programming I,"Programming, Problem Solving, Code Design, Algorithm Implementation"
UOK,Computer Science,1,Fundamentals of Digital Electronics,"Boolean Algebra, Logic Gates, Sequential Circuits, Combinational Circuits, VHDL"
UOK,Computer Science,1,Web Fundamentals,"HTML, CSS, JavaScript, Frontend Development, jQuery, Bootstrap"
UOK,Computer Science,1,Introduction to Database Management Systems,"SQL, Database Design, Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Normalization, ER Diagrams, CRUD Operations, Relational Algebra"
UOK,Computer Science,1,English for Computing and Technology,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Computer Science,1,Mathematics for Computer Science II,"Problem Solving, Mathematical Modeling, Mathematical Reasoning"
UOK,Computer Science,1,Probability Distribution and Applications,"Data Analysis, Statistical Modeling, Machine Learning"
UOK,Computer Science,1,Computer Architecture and Design,"Instruction Set Architecture, Pipelining, Cache Memory, CPU Design, Performance Metrics"
UOK,Computer Science,1,Structured Programming II,"Programming, Problem Solving, Code Design, Algorithm Implementation"
UOK,Computer Science,1,Fundamentals of Operating Systems,"Team Management, Process Management, Memory Management, Scheduling, Deadlock Prevention, Linux/Unix"
UOK,Computer Science,1,Web Programming,"Programming, Problem Solving, HTML, CSS, JavaScript, Code Design, Algorithm Implementation, Frontend Development, jQuery, Bootstrap"
UOK,Computer Science,1,Software Engineering,"Software Design, Code Review, Documentation, SDLC, Requirements Engineering"
UOK,Computer Science,1,Statistics in Two-Dimensional Random Variable,"R, Statistical Analysis, ggplot2, dplyr, tidyr, RStudio"
UOK,Computer Science,1,Data Communication and Networks,"Network Protocols, Network Design, Communication, TCP/IP, Routing, Switching, Wireshark, Presentation Skills, Professional Writing"
UOK,Computer Science,2,Data Structures and Algorithms,"Arrays, Linked Lists, Trees, Graphs, Sorting, Searching, Hash Tables, Complexity Analysis"
UOK,Computer Science,2,Object-Oriented Analysis and Design,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Computer Science,2,Python Programming,"Python, NumPy, Pandas, pip, Virtual Environments"
UOK,Computer Science,2,Advanced Database Management Systems,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Query Optimization, Indexing, Transaction Management, NoSQL, Database Tuning"
UOK,Computer Science,2,Group Project,"Git, Documentation, Project Planning, Team Collaboration, Presentation Skills"
UOK,Computer Science,2,Principles of Management,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
UOK,Computer Science,2,Statistical Inference and Decision Making,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
UOK,Computer Science,2,Advanced Operating Systems,"Kernel Development, Virtual Memory, File Systems, I/O Systems, OS Internals"
UOK,Computer Science,2,Object-Oriented Programming,"Programming, Encapsulation, Inheritance, Abstration, Polymorphism"
UOK,Computer Science,2,Introduction to Artificial Intelligence,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
UOK,Computer Science,2,Introduction to Cyber Security,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
UOK,Computer Science,2,Mobile Application Development,"Kotlin, Swift, Android Studio, Mobile UI/UX, Mobile Architecture, App Deployment"
UOK,Computer Science,2,Embedded Systems,"Arduino, Raspberry Pi, IoT Protocols, MQTT, Sensor Integration, Edge Computing"
UOK,Computer Science,2,Human Resource Management,"Risk Management, Client Management, Organizational Behavior, Performance Management"
UOK,Computer Science,3,Mathematics for Computer Science III,"Problem Solving, Mathematical Modeling, Mathematical Reasoning"
UOK,Computer Science,3,Human Computer Interaction,"UI/UX Design, Usability Testing, Prototyping, User Research, Interaction Design, Figma"
UOK,Computer Science,3,Machine Learning and Pattern Recognition,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
UOK,Computer Science,3,Theory of Programming Languages,"Programming, Problem Solving, Communication, Code Design, Algorithm Implementation, Presentation Skills, Professional Writing"
UOK,Computer Science,3,Advanced Data Structures and Algorithms,"Graph Algorithms, Dynamic Programming, Greedy Algorithms, Advanced Trees, Algorithm Optimization"
UOK,Computer Science,3,Project Management for Computing,"Git, Documentation, Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Project Planning, Team Collaboration, Presentation Skills"
UOK,Computer Science,3,Semantic Web and Ontological Modeling,"HTML, CSS, JavaScript, Frontend Development, jQuery, Bootstrap"
UOK,Computer Science,3,Applied Cryptography,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
UOK,Computer Science,3,Data and Systems Security,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
UOK,Computer Science,3,Wireless Communications and Networking,"Communication, WiFi Standards, Wireless Protocols, RF Engineering, Mobile Networks, 5G Technology, Presentation Skills, Professional Writing"
UOK,Computer Science,3,Natural Language Processing,"Communication, Presentation Skills, Professional Writing"
UOK,Computer Science,3,Deductive Reasoning and Logic Programming,"Prolog, Logic Programming, Declarative Programming, Constraint Solving"
UOK,Computer Science,3,English for Professional Purposes,"Team Management, Communication, Process Management, Memory Management, Scheduling, Deadlock Prevention, Linux/Unix, Technical Writing, Teamwork, Professional Conduct"
UOK,Computer Science,3,Research Methodology and Scientific Communication,"Network Protocols, Network Design, Research Methodologies, Data Collection, Communication, TCP/IP, Routing, Switching, Wireshark, Literature Review, Academic Writing, LaTeX, Presentation Skills, Professional Writing"
UOK,Computer Science,3,Social and Professional Issues,"Communication, Technical Writing, Teamwork, Professional Conduct"
UOK,Computer Science,3,Distributed Systems and Cloud Computing,"Distributed Algorithms, Consensus Protocols, CAP Theorem, Distributed Databases, RPC"
UOK,Computer Science,3,Computer Graphics,"3D Modeling, OpenGL, Rendering, Shaders, Computer Graphics, Ray Tracing"
UOK,Computer Science,3,Introduction to Game Development,"C#, Game Design, Unity, Unreal Engine, Game Physics, Game AI, 3D Graphics"
UOK,Computer Science,3,Stochastic Processes,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Computer Science,3,Data Mining and Warehousing,"Association Rules, Classification, Clustering, Pattern Recognition, Weka, Anomaly Detection"
UOK,Computer Science,3,Advanced Computer Communication and Networking,"Network Protocols, Network Design, Communication, TCP/IP, Routing, Switching, Wireshark, Presentation Skills, Professional Writing"
UOK,Computer Science,3,Network Security,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
UOK,Computer Science,3,Security Analytics,"Data Analysis, Cryptography, Network Security, Penetration Testing, Security Protocols, Statistical Methods, Data Interpretation, Exploratory Data Analysis, Firewalls, IDS/IPS"
UOK,Computer Science,3,Blockchain Technology,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
UOK,Computer Science,3,Advanced Database Applications,"Query Optimization, Indexing, Transaction Management, NoSQL, Database Tuning"
UOK,Computer Science,3,Digital Image Processing and Computer Vision,"OpenCV, Image Filtering, Edge Detection, Object Detection, Feature Extraction, Image Segmentation, Boolean Algebra, Logic Gates, Sequential Circuits, Combinational Circuits, VHDL"
UOK,Computer Science,3,Complex Systems and Agent Technology,"Simulation, Multi-Agent Systems, Complex Systems Modeling, Emergent Behavior"
UOK,Computer Science,3,Parallel Computing,"MPI, OpenMP, CUDA, GPU Programming, Parallel Algorithms, HPC"
UOK,Computer Science,4,Research Project,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
UOK,Computer Science,4,Industrial Training,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation, Industry Practices, Professional Experience, Workplace Skills, Applied Learning"
UOK,Computer Science,4,Theory of Computability and Complexity,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Computer Science,4,Software Quality and Automation,"ROS, Robot Kinematics, Path Planning, Computer Vision for Robotics, Sensor Fusion, Control Systems"
UOK,Computer Science,4,Software Architecture and Design,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Computer Science,4,Computer Modelling and Simulation,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Computer Science,4,Emerging Technologies in Computing,"Innovation, Technology Trends, Emerging Technologies, Tech Research"
UOK,Computer Science,4,Enterprise Application Development,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Computer Science,4,Advanced Compilers,"Lexical Analysis, Parsing, Code Generation, Compiler Design, Syntax Trees"
UOK,Computer Science,4,Introduction to Quantum Computing,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Computer Science,4,Internet of Things,"Arduino, Raspberry Pi, IoT Protocols, MQTT, Sensor Integration, Edge Computing"
UOK,Computer Science,4,"Governance, Risk Management and Compliance","Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
UOK,Computer Science,4,Cyber Crime and Forensics,"Digital Forensics, Incident Response, Evidence Collection, Forensic Tools, Chain of Custody"
UOK,Computer Science,4,Cyber Laws and Standards,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Computer Science,4,Secure Software Engineering,"Software Design, Code Review, Documentation, SDLC, Requirements Engineering"
UOK,Computer Science,4,Python for Data Science,"Python, Data Analysis, NumPy, Pandas, pip, Virtual Environments, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
UOK,Computer Science,4,Data Visualization,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Computer Science,4,NoSQL Databases,"SQL, Database Design, Team Management, Normalization, ER Diagrams, CRUD Operations, Relational Algebra, Process Management, Memory Management, Scheduling, Deadlock Prevention, Linux/Unix"
UOK,Computer Science,4,Time Series Analysis for Data Science,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
UOK,Computer Science,4,Big Data Architecture and Management,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
UOK,Computer Science,4,Artificial Neural Networks,"Network Protocols, Network Design, TCP/IP, Routing, Switching, Wireshark"
UOK,Computer Science,4,Fuzzy Logic,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Computer Science,4,Deep Learning,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Computer Science,4,Intelligent Autonomous Robotics,"ROS, Robot Kinematics, Path Planning, Computer Vision for Robotics, Sensor Fusion, Control Systems"
UOK,Computer Science,4,Introduction to Virtual Reality,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Computer Science,4,High Performance Computing,"MPI, OpenMP, CUDA, GPU Programming, Parallel Algorithms, HPC"
UOK,Cyber Security,1,Mathematics for Computer Science I,"Problem Solving, Mathematical Modeling, Mathematical Reasoning"
UOK,Cyber Security,1,Fundamentals of Statistics,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
UOK,Cyber Security,1,Structured Programming I,"Programming, Problem Solving, Code Design, Algorithm Implementation"
UOK,Cyber Security,1,Fundamentals of Digital Electronics,"Boolean Algebra, Logic Gates, Sequential Circuits, Combinational Circuits, VHDL"
UOK,Cyber Security,1,Web Fundamentals,"HTML, CSS, JavaScript, Frontend Development, jQuery, Bootstrap"
UOK,Cyber Security,1,Introduction to Database Management Systems,"SQL, Database Design, Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Normalization, ER Diagrams, CRUD Operations, Relational Algebra"
UOK,Cyber Security,1,English for Computing and Technology,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Cyber Security,1,Mathematics for Computer Science II,"Problem Solving, Mathematical Modeling, Mathematical Reasoning"
UOK,Cyber Security,1,Probability Distribution and Applications,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Cyber Security,1,Computer Architecture and Design,"Instruction Set Architecture, Pipelining, Cache Memory, CPU Design, Performance Metrics"
UOK,Cyber Security,1,Structured Programming II,"Programming, Problem Solving, Code Design, Algorithm Implementation"
UOK,Cyber Security,1,Fundamentals of Operating Systems,"Team Management, Process Management, Memory Management, Scheduling, Deadlock Prevention, Linux/Unix"
UOK,Cyber Security,1,Web Programming,"Programming, Problem Solving, HTML, CSS, JavaScript, Code Design, Algorithm Implementation, Frontend Development, jQuery, Bootstrap"
UOK,Cyber Security,1,Software Engineering,"Software Design, Code Review, Documentation, SDLC, Requirements Engineering"
UOK,Cyber Security,1,Statistics in Two-Dimensional Random Variable,"R, Statistical Analysis, ggplot2, dplyr, tidyr, RStudio"
UOK,Cyber Security,1,Data Communication and Networks,"Network Protocols, Network Design, Communication, TCP/IP, Routing, Switching, Wireshark, Presentation Skills, Professional Writing"
UOK,Cyber Security,2,Data Structures and Algorithms,"Arrays, Linked Lists, Trees, Graphs, Sorting, Searching, Hash Tables, Complexity Analysis"
UOK,Cyber Security,2,Object-Oriented Analysis and Design,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Cyber Security,2,Python Programming,"Python, NumPy, Pandas, pip, Virtual Environments"
UOK,Cyber Security,2,Advanced Database Management Systems,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Query Optimization, Indexing, Transaction Management, NoSQL, Database Tuning"
UOK,Cyber Security,2,Group Project,"Git, Documentation, Project Planning, Team Collaboration, Presentation Skills"
UOK,Cyber Security,2,English for the World,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Cyber Security,2,Principles of Management,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
UOK,Cyber Security,2,Statistical Inference and Decision Making,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
UOK,Cyber Security,2,Advanced Operating Systems,"Kernel Development, Virtual Memory, File Systems, I/O Systems, OS Internals"
UOK,Cyber Security,2,Object-Oriented Programming,"Programming, Problem Solving, Code Design, Algorithm Implementation"
UOK,Cyber Security,2,Visual Programming,"Programming, Problem Solving, Code Design, Algorithm Implementation"
UOK,Cyber Security,2,Introduction to Artificial Intelligence,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
UOK,Cyber Security,2,Introduction to Cyber Security,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
UOK,Cyber Security,2,Mobile Application Development,"Kotlin, Swift, Android Studio, Mobile UI/UX, Mobile Architecture, App Deployment"
UOK,Cyber Security,2,Embedded Systems,"Arduino, Raspberry Pi, IoT Protocols, MQTT, Sensor Integration, Edge Computing"
UOK,Cyber Security,2,Human Resource Management,"Risk Management, Client Management, Organizational Behavior, Performance Management"
UOK,Cyber Security,3,Mathematics for Computer Science III,"Problem Solving, Mathematical Modeling, Mathematical Reasoning"
UOK,Cyber Security,3,Human Computer Interaction,"UI/UX Design, Usability Testing, Prototyping, User Research, Interaction Design, Figma"
UOK,Cyber Security,3,Machine Learning and Pattern Recognition,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
UOK,Cyber Security,3,Theory of Programming Languages,"Programming, Problem Solving, Communication, Code Design, Algorithm Implementation, Presentation Skills, Professional Writing"
UOK,Cyber Security,3,Advanced Data Structures and Algorithms,"Graph Algorithms, Dynamic Programming, Greedy Algorithms, Advanced Trees, Algorithm Optimization"
UOK,Cyber Security,3,Project Management for Computing,"Git, Documentation, Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Project Planning, Team Collaboration, Presentation Skills"
UOK,Cyber Security,3,Systems Administration,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Cyber Security,3,Applied Cryptography,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
UOK,Cyber Security,3,Data and Systems Security,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
UOK,Cyber Security,3,Wireless Communications and Networking,"Communication, WiFi Standards, Wireless Protocols, RF Engineering, Mobile Networks, 5G Technology, Presentation Skills, Professional Writing"
UOK,Cyber Security,3,English for Professional Purposes,"Team Management, Communication, Process Management, Memory Management, Scheduling, Deadlock Prevention, Linux/Unix, Technical Writing, Teamwork, Professional Conduct"
UOK,Cyber Security,3,Research Methodology and Scientific Communication,"Network Protocols, Network Design, Research Methodologies, Data Collection, Communication, TCP/IP, Routing, Switching, Wireshark, Literature Review, Academic Writing, LaTeX, Presentation Skills, Professional Writing"
UOK,Cyber Security,3,Social and Professional Issues,"Communication, Technical Writing, Teamwork, Professional Conduct"
UOK,Cyber Security,3,Distributed Systems and Cloud Computing,"Distributed Algorithms, Consensus Protocols, CAP Theorem, Distributed Databases, RPC"
UOK,Cyber Security,3,Computer Graphics,"3D Modeling, OpenGL, Rendering, Shaders, Computer Graphics, Ray Tracing"
UOK,Cyber Security,3,Data Mining and Warehousing,"Association Rules, Classification, Clustering, Pattern Recognition, Weka, Anomaly Detection"
UOK,Cyber Security,3,Advanced Computer Communication and Networking,"Network Protocols, Network Design, Communication, TCP/IP, Routing, Switching, Wireshark, Presentation Skills, Professional Writing"
UOK,Cyber Security,3,Network Security,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
UOK,Cyber Security,3,Security Analytics,"Data Analysis, Cryptography, Network Security, Penetration Testing, Security Protocols, Statistical Methods, Data Interpretation, Exploratory Data Analysis, Firewalls, IDS/IPS"
UOK,Cyber Security,3,Blockchain Technology,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
UOK,Cyber Security,3,Advanced Database Applications,"Query Optimization, Indexing, Transaction Management, NoSQL, Database Tuning"
UOK,Cyber Security,3,Parallel Computing,"MPI, OpenMP, CUDA, GPU Programming, Parallel Algorithms, HPC"
ICBT,Software Engineering,1,Programing 1,"Python, Condtions, Loops"
ICBT,Software Engineering,1,Mathematics 1,"Problem Solving, Mathematical Modeling, Mathematical Reasoning"
ICBT,Software Engineering,1,Communication Skills 1,"Network Protocols, Network Design, Communication, TCP/IP, Routing, Switching, Wireshark, Presentation Skills, Professional Writing"
ICBT,Software Engineering,1,Computer Architecture,"Instruction Set Architecture, Pipelining, Cache Memory, CPU Design, Performance Metrics"
ICBT,Software Engineering,1,Data Communication,"Network Protocols, Network Design, Communication, TCP/IP, Routing, Switching, Wireshark, Presentation Skills, Professional Writing"
ICBT,Software Engineering,1,Programing 2,"Java, Programming, Conditions, Loops"
ICBT,Software Engineering,1,Mathematics 2,"Problem Solving, Mathematical Modeling, Mathematical Reasoning"
ICBT,Software Engineering,1,Communication Skills 2,"Network Protocols, Network Design, Communication, TCP/IP, Routing, Switching, Wireshark, Presentation Skills, Professional Writing"
ICBT,Software Engineering,1,Operating Systems,"Team Management, Process Management, Memory Management, Scheduling, Deadlock Prevention, Linux/Unix"
ICBT,Software Engineering,1,Leadership and Group Dynamics,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
ICBT,Software Engineering,2,Data Structures and Algorithms,"Arrays, Linked Lists, Trees, Graphs, Sorting, Searching, Hash Tables, Complexity Analysis"
ICBT,Software Engineering,2,Networking,"Network Protocols, Network Design, TCP/IP, Routing, Switching, Wireshark"
ICBT,Software Engineering,2,Formal Methods in Specification and Design,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
ICBT,Software Engineering,2,Probability and Statistics,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
ICBT,Software Engineering,2,Professional Practice,"Communication, Technical Writing, Teamwork, Professional Conduct"
ICBT,Software Engineering,2,Web Development,"HTML, CSS, JavaScript, Frontend Development, jQuery, Bootstrap"
ICBT,Software Engineering,2,Database Systems,"SQL, Database Design, Normalization, ER Diagrams, CRUD Operations, Relational Algebra"
ICBT,Software Engineering,2,Web Development,"HTML, CSS, JavaScript, Frontend Development, jQuery, Bootstrap"
ICBT,Software Engineering,2,Software Engineering 1,"Software Design, Code Review, Documentation, SDLC, Requirements Engineering"
ICBT,Software Engineering,2,Artificial Intelligence,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
ICBT,Software Engineering,2,Internet of Things,"Arduino, Raspberry Pi, IoT Protocols, MQTT, Sensor Integration, Edge Computing"
ICBT,Software Engineering,2,Database Systems,"SQL, Database Design, Normalization, ER Diagrams, CRUD Operations, Relational Algebra"
ICBT,Software Engineering,3,Software Engineering 2,"Software Design, Code Review, Documentation, SDLC, Requirements Engineering"
ICBT,Software Engineering,3,Advanced Databases,"Query Optimization, Indexing, Transaction Management, NoSQL, Database Tuning"
ICBT,Software Engineering,3,Mobile Application Development,"Kotlin, Swift, Android Studio, Mobile UI/UX, Mobile Architecture, App Deployment"
ICBT,Software Engineering,3,Cyber Security Essentials,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
ICBT,Software Engineering,3,Service Oriented Computing,"Integration Patterns, Message Queues, Middleware Architecture, SOA, ESB"
ICBT,Software Engineering,3,User Experience,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
ICBT,Software Engineering,3,Software Project Management,"Git, Documentation, Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Project Planning, Team Collaboration, Presentation Skills"
ICBT,Software Engineering,3,Advanced Programming,"Programming, Problem Solving, Code Design, Algorithm Implementation"
ICBT,Software Engineering,3,Group Project,"Git, Documentation, Project Planning, Team Collaboration, Presentation Skills"
ICBT,Software Engineering,3,Machine Learning,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
ICBT,Software Engineering,3,Software Quality Assurance,"Testing, JUnit, Programming, Python, API testing (Postman), SQL/database querying, and CI/CD pipeline integration"
ICBT,Software Engineering,4,Deep Learning,"Neural Networks, Tensorflow, Pytorch"
ICBT,Software Engineering,4,Research Methods for Computing,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
ICBT,Software Engineering,4,Industrial Training (6 months),"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation, Industry Practices, Professional Experience, Workplace Skills, Applied Learning"
ICBT,Software Engineering,4,Data Science,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
ICBT,Software Engineering,4,Software Engineering Project,"Software Design, Code Review, Documentation, Git, SDLC, Requirements Engineering, Project Planning, Team Collaboration, Presentation Skills"
ICBT,Software Engineering,4,Innovation and Entrepreneurship,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
ICBT,Software Engineering,4,Web Mining,"HTML, Web Scraping, BeautifulSoup, Selenium, Data Extraction, Association Rules, Classification, Clustering, Pattern Recognition, Weka, Anomaly Detection"
ICBT,Software Engineering,4,Cyber Security Emerging Challenges,"Cryptography, Network Security, Penetration Testing, Security Protocols, Innovation, Firewalls, IDS/IPS, Technology Trends, Emerging Technologies, Tech Research"
ICBT,Software Engineering,4,Game Design and Development,"C#, Game Design, Unity, Unreal Engine, Game Physics, Game AI, 3D Graphics"
