title,technical_skills,tools,all_skills
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'model evaluation']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib']","['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'model evaluation', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['sas', 'python']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['sas', 'python', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,['machine learning'],"['numpy', 'scikit-learn', 'matplotlib']","['machine learning', 'numpy', 'scikit-learn', 'matplotlib']"
Data Scientist,['machine learning'],"['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'model evaluation']","['numpy', 'jupyter', 'pandas']","['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'model evaluation', 'numpy', 'jupyter', 'pandas']"
Data Scientist,['machine learning'],"['numpy', 'scikit-learn', 'pandas', 'matplotlib']","['machine learning', 'numpy', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'sql']","['numpy', 'jupyter', 'scikit-learn', 'pandas']","['machine learning', 'python', 'sql', 'numpy', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['machine learning', 'pytorch', 'python']","['numpy', 'pandas', 'matplotlib']","['machine learning', 'pytorch', 'python', 'numpy', 'pandas', 'matplotlib']"
Data Scientist,"['spark', 'hadoop', 'python', 'sql']","['github', 'git']","['spark', 'hadoop', 'python', 'sql', 'github', 'git']"
Data Scientist,['python'],"['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['python', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,['python'],"['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['python', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,['machine learning'],"['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'deep learning']","['numpy', 'jupyter', 'scikit-learn', 'pandas']","['machine learning', 'deep learning', 'numpy', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['machine learning', 'azure', 'tensorflow']","['numpy', 'jupyter', 'scikit-learn', 'python']","['machine learning', 'azure', 'tensorflow', 'numpy', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'python', 'azure']","['numpy', 'jupyter', 'python', 'matplotlib']","['machine learning', 'python', 'azure', 'numpy', 'jupyter', 'python', 'matplotlib']"
Data Scientist,['machine learning'],"['jupyter', 'scikit-learn', 'python', 'matplotlib']","['machine learning', 'jupyter', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['python', 'sql', 'java']","['numpy', 'jupyter', 'scikit-learn']","['python', 'sql', 'java', 'numpy', 'jupyter', 'scikit-learn']"
Data Scientist,['node'],"['jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']","['node', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['machine learning', 'data visualization', 'feature engineering', 'statistics']","['numpy', 'scikit-learn', 'python', 'matplotlib']","['machine learning', 'data visualization', 'feature engineering', 'statistics', 'numpy', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,['machine learning'],"['numpy', 'python', 'matplotlib']","['machine learning', 'numpy', 'python', 'matplotlib']"
Data Scientist,"['data visualization', 'data analysis', 'statistics', 'model evaluation']","['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['data visualization', 'data analysis', 'statistics', 'model evaluation', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'python', 'sql']","['jupyter', 'python', 'matplotlib']","['machine learning', 'python', 'sql', 'jupyter', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'python']","['numpy', 'jupyter', 'python']","['machine learning', 'python', 'numpy', 'jupyter', 'python']"
Data Scientist,"['machine learning', 'deep learning']","['jupyter', 'scikit-learn', 'pandas', 'python']","['machine learning', 'deep learning', 'jupyter', 'scikit-learn', 'pandas', 'python']"
Data Scientist,"['machine learning', 'python', 'javascript', 'java']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['machine learning', 'python', 'javascript', 'java', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['machine learning', 'tableau', 'java', 'sql', 'javascript', 'power bi', 'python']","['power bi', 'tableau']","['machine learning', 'tableau', 'java', 'sql', 'javascript', 'power bi', 'python', 'power bi', 'tableau']"
Data Scientist,"['machine learning', 'data analysis', 'statistics', 'model evaluation']","['scikit-learn', 'pandas', 'python']","['machine learning', 'data analysis', 'statistics', 'model evaluation', 'scikit-learn', 'pandas', 'python']"
Data Scientist,"['machine learning', 'python', 'sql']","['numpy', 'jupyter', 'python']","['machine learning', 'python', 'sql', 'numpy', 'jupyter', 'python']"
Data Scientist,"['machine learning', 'python', 'aws', 'cloud']","['pandas', 'scikit-learn', 'python', 'matplotlib']","['machine learning', 'python', 'aws', 'cloud', 'pandas', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,['machine learning'],"['scikit-learn', 'pandas', 'matplotlib']","['machine learning', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'power bi']","['numpy', 'python', 'pandas']","['machine learning', 'power bi', 'numpy', 'python', 'pandas']"
Data Scientist,"['machine learning', 'python', 'aws']","['numpy', 'scikit-learn', 'pandas']","['machine learning', 'python', 'aws', 'numpy', 'scikit-learn', 'pandas']"
Data Scientist,['machine learning'],"['jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']","['machine learning', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'python', 'javascript', 'java']","['jupyter', 'scikit-learn', 'python']","['machine learning', 'python', 'javascript', 'java', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'python']","['jupyter', 'scikit-learn', 'pandas', 'python']","['machine learning', 'python', 'jupyter', 'scikit-learn', 'pandas', 'python']"
Data Scientist,"['machine learning', 'python']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['machine learning', 'python', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['kubernetes', 'gcp', 'aws']","['jupyter', 'scikit-learn', 'python', 'pandas']","['kubernetes', 'gcp', 'aws', 'jupyter', 'scikit-learn', 'python', 'pandas']"
Data Scientist,"['machine learning', 'sas']","['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'sas', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['spark', 'sql', 'tableau', 'java']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']","['spark', 'sql', 'tableau', 'java', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'python']","['numpy', 'scikit-learn', 'matplotlib']","['machine learning', 'python', 'numpy', 'scikit-learn', 'matplotlib']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'model evaluation']","['jupyter', 'pandas', 'matplotlib']","['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'model evaluation', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'sas', 'python', 'sql']","['jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']","['machine learning', 'sas', 'python', 'sql', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,['machine learning'],"['numpy', 'jupyter', 'pandas', 'matplotlib']","['machine learning', 'numpy', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'data visualization', 'feature engineering', 'model evaluation']","['numpy', 'jupyter', 'scikit-learn']","['machine learning', 'data visualization', 'feature engineering', 'model evaluation', 'numpy', 'jupyter', 'scikit-learn']"
Data Scientist,"['javascript', 'java']","['numpy', 'jupyter', 'matplotlib']","['javascript', 'java', 'numpy', 'jupyter', 'matplotlib']"
Data Scientist,['machine learning'],"['numpy', 'jupyter', 'pandas', 'matplotlib']","['machine learning', 'numpy', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,['machine learning'],"['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']","['machine learning', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,['machine learning'],"['numpy', 'matplotlib', 'python', 'pandas']","['machine learning', 'numpy', 'matplotlib', 'python', 'pandas']"
Data Scientist,"['machine learning', 'sas', 'python', 'java']","['jupyter', 'python', 'matplotlib']","['machine learning', 'sas', 'python', 'java', 'jupyter', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'spark']","['numpy', 'jupyter', 'python', 'pandas']","['machine learning', 'python', 'spark', 'numpy', 'jupyter', 'python', 'pandas']"
Data Scientist,"['machine learning', 'python', 'java']","['numpy', 'scikit-learn', 'pandas']","['machine learning', 'python', 'java', 'numpy', 'scikit-learn', 'pandas']"
Data Scientist,['deep learning'],"['jupyter', 'scikit-learn', 'pandas', 'matplotlib']","['deep learning', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'data visualization', 'statistics', 'model evaluation']","['jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']","['machine learning', 'data visualization', 'statistics', 'model evaluation', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics']","['numpy', 'python', 'pandas']","['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'numpy', 'python', 'pandas']"
Data Scientist,"['machine learning', 'sql']","['jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']","['machine learning', 'sql', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['deep learning', 'python', 'tensorflow']","['jupyter', 'pandas', 'matplotlib']","['deep learning', 'python', 'tensorflow', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,['python'],"['numpy', 'pandas', 'matplotlib']","['python', 'numpy', 'pandas', 'matplotlib']"
Data Scientist,"['python', 'java']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']","['python', 'java', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'deep learning', 'python', 'sql']","['scikit-learn', 'python', 'pandas']","['machine learning', 'deep learning', 'python', 'sql', 'scikit-learn', 'python', 'pandas']"
Data Scientist,"['machine learning', 'python', 'azure']","['numpy', 'jupyter', 'pandas']","['machine learning', 'python', 'azure', 'numpy', 'jupyter', 'pandas']"
Data Scientist,['python'],"['jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']","['python', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['python', 'aws', 'azure']","['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['python', 'aws', 'azure', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'deep learning', 'python']","['scikit-learn', 'pandas', 'python']","['machine learning', 'deep learning', 'python', 'scikit-learn', 'pandas', 'python']"
Data Scientist,"['machine learning', 'deep learning']","['numpy', 'jupyter', 'scikit-learn', 'matplotlib']","['machine learning', 'deep learning', 'numpy', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,"['deep learning', 'python', 'tensorflow']","['numpy', 'jupyter', 'scikit-learn', 'matplotlib']","['deep learning', 'python', 'tensorflow', 'numpy', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,['python'],"['numpy', 'jupyter', 'scikit-learn', 'matplotlib']","['python', 'numpy', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'cloud']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['machine learning', 'python', 'cloud', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,['python'],"['jupyter', 'scikit-learn', 'pandas']","['python', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['machine learning', 'deep learning', 'python', 'cloud']","['numpy', 'python', 'pandas']","['machine learning', 'deep learning', 'python', 'cloud', 'numpy', 'python', 'pandas']"
Data Scientist,"['machine learning', 'python', 'aws']","['jupyter', 'scikit-learn', 'python', 'pandas']","['machine learning', 'python', 'aws', 'jupyter', 'scikit-learn', 'python', 'pandas']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'statistics', 'model evaluation']","['scikit-learn', 'python', 'pandas']","['machine learning', 'data visualization', 'data analysis', 'statistics', 'model evaluation', 'scikit-learn', 'python', 'pandas']"
Data Scientist,"['python', 'tensorflow']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['python', 'tensorflow', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['machine learning', 'deep learning', 'python', 'aws']","['scikit-learn', 'python', 'pandas', 'matplotlib']","['machine learning', 'deep learning', 'python', 'aws', 'scikit-learn', 'python', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'model evaluation']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib']","['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'model evaluation', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'python']","['python', 'pandas', 'matplotlib']","['machine learning', 'python', 'python', 'pandas', 'matplotlib']"
Data Scientist,['excel'],"['numpy', 'pandas', 'python', 'matplotlib']","['excel', 'numpy', 'pandas', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'javascript', 'java']","['numpy', 'scikit-learn', 'python', 'matplotlib']","['machine learning', 'python', 'javascript', 'java', 'numpy', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,['machine learning'],"['numpy', 'jupyter', 'scikit-learn', 'python']","['machine learning', 'numpy', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'cloud', 'azure', 'python', 'aws']","['numpy', 'jupyter', 'python', 'matplotlib']","['machine learning', 'cloud', 'azure', 'python', 'aws', 'numpy', 'jupyter', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'cloud']","['jupyter', 'python', 'pandas', 'scikit-learn']","['machine learning', 'cloud', 'jupyter', 'python', 'pandas', 'scikit-learn']"
Data Scientist,['machine learning'],"['github', 'git']","['machine learning', 'github', 'git']"
Data Scientist,"['mongodb', 'hadoop', 'java', 'python', 'aws']","['numpy', 'jupyter', 'matplotlib']","['mongodb', 'hadoop', 'java', 'python', 'aws', 'numpy', 'jupyter', 'matplotlib']"
Data Scientist,"['mongodb', 'cloud']","['jupyter', 'python', 'pandas']","['mongodb', 'cloud', 'jupyter', 'python', 'pandas']"
Data Scientist,"['python', 'sql', 'tableau']","['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['python', 'sql', 'tableau', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'cloud']","['numpy', 'jupyter', 'scikit-learn', 'matplotlib']","['machine learning', 'cloud', 'numpy', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'java']","['numpy', 'jupyter', 'python', 'matplotlib']","['machine learning', 'python', 'java', 'numpy', 'jupyter', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation']","['numpy', 'scikit-learn', 'matplotlib']","['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'numpy', 'scikit-learn', 'matplotlib']"
Data Scientist,['machine learning'],"['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'sql', 'cloud']","['numpy', 'jupyter', 'scikit-learn']","['machine learning', 'sql', 'cloud', 'numpy', 'jupyter', 'scikit-learn']"
Data Scientist,"['machine learning', 'deep learning', 'python', 'tableau']","['jupyter', 'python', 'pandas', 'matplotlib']","['machine learning', 'deep learning', 'python', 'tableau', 'jupyter', 'python', 'pandas', 'matplotlib']"
Data Scientist,"['sql', 'javascript', 'java']","['scikit-learn', 'pandas', 'matplotlib']","['sql', 'javascript', 'java', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'java']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['machine learning', 'python', 'java', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['machine learning', 'data visualization', 'statistics', 'model evaluation']","['jupyter', 'scikit-learn', 'python', 'matplotlib']","['machine learning', 'data visualization', 'statistics', 'model evaluation', 'jupyter', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['python', 'azure']","['git', 'jira']","['python', 'azure', 'git', 'jira']"
Data Scientist,"['machine learning', 'data visualization', 'feature engineering', 'statistics', 'model evaluation']","['numpy', 'jupyter', 'scikit-learn', 'pandas']","['machine learning', 'data visualization', 'feature engineering', 'statistics', 'model evaluation', 'numpy', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['machine learning', 'deep learning', 'python']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['machine learning', 'deep learning', 'python', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['spark', 'nosql', 'sql']","['jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']","['spark', 'nosql', 'sql', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['machine learning', 'sql']","['jupyter', 'scikit-learn', 'python']","['machine learning', 'sql', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'model evaluation']","['numpy', 'jupyter', 'matplotlib']","['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'model evaluation', 'numpy', 'jupyter', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'aws']","['jupyter', 'pandas', 'matplotlib']","['machine learning', 'python', 'aws', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,['machine learning'],"['scikit-learn', 'pandas', 'matplotlib']","['machine learning', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'model evaluation']","['scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'data visualization', 'data analysis', 'model evaluation', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'deep learning', 'python']","['jupyter', 'scikit-learn', 'pandas']","['machine learning', 'deep learning', 'python', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,['python'],"['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['python', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'data visualization', 'feature engineering', 'statistics', 'model evaluation']","['numpy', 'scikit-learn', 'python', 'pandas']","['machine learning', 'data visualization', 'feature engineering', 'statistics', 'model evaluation', 'numpy', 'scikit-learn', 'python', 'pandas']"
Data Scientist,"['machine learning', 'python', 'java']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib']","['machine learning', 'python', 'java', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,['machine learning'],"['numpy', 'jupyter', 'pandas', 'matplotlib']","['machine learning', 'numpy', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'cloud']","['numpy', 'pandas', 'matplotlib']","['machine learning', 'python', 'cloud', 'numpy', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'sql']","['jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']","['machine learning', 'sql', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['python', 'tableau', 'sql', 'java']",['tableau'],"['python', 'tableau', 'sql', 'java', 'tableau']"
Data Scientist,"['machine learning', 'spark', 'python', 'aws']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']","['machine learning', 'spark', 'python', 'aws', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,['sas'],"['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']","['sas', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,['machine learning'],"['numpy', 'python', 'pandas']","['machine learning', 'numpy', 'python', 'pandas']"
Data Scientist,"['machine learning', 'python']","['numpy', 'scikit-learn', 'python', 'matplotlib']","['machine learning', 'python', 'numpy', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['data visualization', 'data analysis', 'feature engineering', 'statistics']","['jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']","['data visualization', 'data analysis', 'feature engineering', 'statistics', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'tableau', 'hadoop', 'java', 'python']","['numpy', 'scikit-learn', 'python', 'matplotlib']","['machine learning', 'tableau', 'hadoop', 'java', 'python', 'numpy', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'statistics', 'model evaluation']","['numpy', 'scikit-learn', 'python']","['machine learning', 'data visualization', 'data analysis', 'statistics', 'model evaluation', 'numpy', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'data visualization', 'statistics', 'model evaluation']","['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'data visualization', 'statistics', 'model evaluation', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'deep learning', 'sql']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['machine learning', 'deep learning', 'sql', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,['machine learning'],"['jupyter', 'scikit-learn', 'python', 'matplotlib']","['machine learning', 'jupyter', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'spark', 'hadoop', 'sql', 'python']","['numpy', 'python', 'pandas', 'matplotlib']","['machine learning', 'spark', 'hadoop', 'sql', 'python', 'numpy', 'python', 'pandas', 'matplotlib']"
Data Scientist,"['excel', 'mongodb', 'python']","['scikit-learn', 'python', 'pandas', 'matplotlib']","['excel', 'mongodb', 'python', 'scikit-learn', 'python', 'pandas', 'matplotlib']"
Data Scientist,['machine learning'],"['jupyter', 'python', 'pandas']","['machine learning', 'jupyter', 'python', 'pandas']"
Data Scientist,['machine learning'],"['jupyter', 'scikit-learn', 'pandas']","['machine learning', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']","['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'python']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']","['machine learning', 'python', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,['python'],"['numpy', 'python', 'pandas', 'scikit-learn']","['python', 'numpy', 'python', 'pandas', 'scikit-learn']"
Data Scientist,"['sql', 'javascript', 'java']","['numpy', 'scikit-learn', 'pandas']","['sql', 'javascript', 'java', 'numpy', 'scikit-learn', 'pandas']"
Data Scientist,"['machine learning', 'python']","['numpy', 'scikit-learn', 'pandas', 'matplotlib']","['machine learning', 'python', 'numpy', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['data visualization', 'data analysis', 'feature engineering', 'model evaluation']","['scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']","['data visualization', 'data analysis', 'feature engineering', 'model evaluation', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'data analysis', 'feature engineering', 'statistics']","['jupyter', 'scikit-learn', 'pandas']","['machine learning', 'data analysis', 'feature engineering', 'statistics', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['hadoop', 'python']","['scikit-learn', 'pandas', 'matplotlib', 'python']","['hadoop', 'python', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'python']","['numpy', 'jupyter', 'matplotlib']","['machine learning', 'python', 'numpy', 'jupyter', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'cloud']","['scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'python', 'cloud', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,['machine learning'],"['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['machine learning', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['machine learning', 'java', 'deep learning', 'node', 'python']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']","['machine learning', 'java', 'deep learning', 'node', 'python', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,['machine learning'],"['numpy', 'jupyter', 'scikit-learn', 'matplotlib']","['machine learning', 'numpy', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,"['deep learning', 'cloud']","['numpy', 'jupyter', 'python', 'matplotlib']","['deep learning', 'cloud', 'numpy', 'jupyter', 'python', 'matplotlib']"
Data Scientist,['machine learning'],"['jupyter', 'scikit-learn', 'python', 'pandas']","['machine learning', 'jupyter', 'scikit-learn', 'python', 'pandas']"
Data Scientist,['sql'],"['jupyter', 'scikit-learn', 'pandas', 'matplotlib']","['sql', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'sas', 'java']","['scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'sas', 'java', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,['sas'],"['numpy', 'jupyter', 'matplotlib']","['sas', 'numpy', 'jupyter', 'matplotlib']"
Data Scientist,['python'],"['numpy', 'jupyter', 'python', 'pandas']","['python', 'numpy', 'jupyter', 'python', 'pandas']"
Data Scientist,"['spark', 'python']","['scikit-learn', 'pandas', 'matplotlib']","['spark', 'python', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'python']","['jupyter', 'scikit-learn', 'python']","['machine learning', 'python', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,['python'],"['jupyter', 'scikit-learn', 'python', 'matplotlib']","['python', 'jupyter', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['python', 'sql']","['scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']","['python', 'sql', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation']","['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,['machine learning'],"['github', 'git']","['machine learning', 'github', 'git']"
Data Scientist,['machine learning'],"['scikit-learn', 'python', 'matplotlib']","['machine learning', 'scikit-learn', 'python', 'matplotlib']"
