title,all_skills
Machine Learning Engineer,"['machine learning', 'git']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['sql', 'tableau', 'excel', 'python', 'sql']"
Data Analyst,"['power bi', 'azure', 'tableau', 'power bi', 'tableau']"
Data Analyst,"['nosql', 'sql', 'tableau', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['tableau', 'python', 'sql', 'tableau']"
Data Analyst,"['spark', 'hadoop', 'python', 'sql', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['python', 'excel', 'python', 'tableau']"
Data Analyst,"['tableau', 'excel', 'sql', 'power bi', 'python', 'excel', 'power bi', 'tableau']"
Data Analyst,"['data cleaning', 'business analysis', 'sql', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['machine learning', 'sql', 'excel', 'power bi', 'python', 'tableau']"
Data Analyst,"['tableau', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['python', 'azure', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'python']"
Data Analyst,"['nosql', 'cloud', 'sql', 'azure', 'aws', 'python', 'sql', 'power bi', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'sql']"
Data Analyst,"['sql', 'excel', 'power bi', 'python']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'sql', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['sql', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['machine learning', 'sql', 'excel', 'power bi', 'sql', 'python']"
Data Analyst,"['sas', 'javascript', 'java', 'power bi', 'python', 'sql', 'tableau']"
Data Analyst,"['spark', 'hadoop', 'tableau', 'python', 'sql', 'tableau']"
Data Analyst,"['machine learning', 'sql', 'excel', 'python', 'tableau']"
Data Analyst,"['sql', 'excel', 'python', 'sql']"
Data Analyst,"['power bi', 'python', 'power bi', 'python', 'tableau']"
Data Analyst,"['tableau', 'excel', 'power bi', 'sql', 'tableau']"
Data Analyst,"['data cleaning', 'data analysis', 'business analysis', 'sql', 'excel', 'sql', 'tableau']"
Data Analyst,"['tableau', 'excel', 'python', 'sql', 'power bi']"
Data Analyst,"['tableau', 'java', 'sql', 'javascript', 'python', 'power bi', 'python', 'tableau']"
Data Analyst,"['excel', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['sql', 'business analysis', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'python', 'sql']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'sql', 'tableau']"
Data Analyst,"['excel', 'sql', 'excel', 'sql', 'tableau']"
Data Analyst,"['excel', 'excel', 'power bi', 'python']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'sql', 'python']"
Data Analyst,"['machine learning', 'python', 'cloud', 'tableau', 'excel', 'python', 'tableau']"
Data Analyst,"['data cleaning', 'data analysis', 'sql', 'dashboarding', 'power bi', 'sql', 'tableau']"
Data Analyst,"['sql', 'excel', 'sql', 'tableau']"
Data Analyst,"['sql', 'excel', 'sql', 'tableau']"
Data Analyst,"['sql', 'excel', 'power bi', 'sql', 'tableau']"
Data Analyst,"['sas', 'excel', 'sql', 'tableau']"
Data Analyst,"['data cleaning', 'business analysis', 'data analysis', 'sql', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['business analysis', 'data analysis', 'sql', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['sql', 'cloud', 'tableau', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['power bi', 'python', 'tableau', 'power bi', 'tableau']"
Data Analyst,"['sql', 'power bi', 'sql', 'python']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'python']"
Data Analyst,"['machine learning', 'excel', 'power bi', 'sql']"
Data Analyst,"['power bi', 'power bi', 'sql', 'python', 'tableau']"
Data Analyst,"['data cleaning', 'data analysis', 'business analysis', 'sql', 'excel', 'sql', 'tableau']"
Data Analyst,"['data cleaning', 'data analysis', 'business analysis', 'sql', 'excel', 'power bi', 'python', 'tableau']"
Data Analyst,"['python', 'javascript', 'java', 'excel', 'power bi', 'sql', 'python']"
Data Analyst,"['excel', 'tableau', 'excel', 'tableau']"
Data Analyst,"['python', 'excel', 'python', 'sql', 'power bi']"
Data Analyst,"['excel', 'power bi', 'tableau', 'excel', 'power bi', 'tableau']"
Data Analyst,"['sql', 'business analysis', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'python', 'sql', 'tableau']"
Data Analyst,"['tableau', 'cloud', 'sql', 'power bi', 'python', 'power bi', 'tableau']"
Data Analyst,"['sql', 'excel', 'python', 'sql']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'python', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['sas', 'python', 'sql', 'tableau']"
Data Analyst,"['machine learning', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'power bi', 'sql', 'python', 'tableau']"
Data Analyst,"['sas', 'excel', 'python', 'sql', 'tableau']"
Data Analyst,"['power bi', 'power bi', 'git']"
Data Analyst,"['sql', 'business analysis', 'data cleaning', 'data analysis', 'dashboarding', 'python', 'sql', 'tableau']"
Data Analyst,"['data cleaning', 'data analysis', 'business analysis', 'dashboarding', 'excel', 'python', 'tableau']"
Data Analyst,"['business analysis', 'data analysis', 'sql', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['sas', 'javascript', 'java', 'excel', 'power bi', 'sql']"
Data Analyst,"['data cleaning', 'data analysis', 'sql', 'dashboarding', 'excel', 'python', 'sql']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'python', 'sql', 'power bi']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'python', 'sql']"
Data Analyst,"['sql', 'data analysis', 'business analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['sql', 'business analysis', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['python', 'aws', 'cloud', 'tableau', 'excel', 'power bi', 'tableau']"
Data Analyst,"['sql', 'excel', 'python', 'sql', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'sql']"
Data Analyst,"['power bi', 'excel', 'power bi', 'sql', 'tableau']"
Data Analyst,"['sql', 'business analysis', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'python', 'tableau']"
Data Analyst,"['data cleaning', 'data analysis', 'sql', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'python', 'sql']"
Data Analyst,"['sql', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['machine learning', 'sql', 'azure', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['power bi', 'excel', 'power bi', 'sql', 'tableau']"
Data Analyst,"['excel', 'azure', 'tableau', 'excel', 'tableau']"
Data Analyst,"['excel', 'sas', 'sql', 'power bi', 'azure', 'excel', 'power bi']"
Data Analyst,"['cloud', 'excel', 'python', 'sql', 'tableau']"
Data Analyst,"['python', 'sql', 'excel', 'power bi', 'sql', 'tableau']"
Data Analyst,"['excel', 'excel', 'python', 'tableau']"
Data Analyst,"['aws', 'tableau', 'excel', 'power bi', 'python', 'tableau']"
Data Analyst,"['excel', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['tableau', 'excel', 'power bi', 'tableau']"
Data Analyst,"['power bi', 'python', 'tableau', 'power bi', 'tableau']"
Data Analyst,"['power bi', 'tableau', 'power bi', 'tableau']"
Data Analyst,"['excel', 'python', 'sql', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['sql', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['sql', 'business analysis', 'data cleaning', 'data analysis', 'dashboarding', 'power bi', 'sql', 'python', 'tableau']"
Data Analyst,"['python', 'sql', 'excel', 'python', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'python', 'tableau']"
Data Analyst,"['python', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'excel', 'power bi', 'sql']"
Data Analyst,"['data cleaning', 'data analysis', 'sql', 'dashboarding', 'power bi', 'python', 'sql', 'tableau']"
Data Analyst,"['sql', 'data cleaning', 'business analysis', 'dashboarding', 'power bi', 'python', 'tableau']"
Data Analyst,"['deep learning', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'tableau', 'excel', 'tableau']"
Data Analyst,"['excel', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'python', 'sql', 'tableau']"
Data Analyst,"['data cleaning', 'data analysis', 'business analysis', 'dashboarding', 'excel', 'power bi', 'sql', 'tableau']"
Data Analyst,"['power bi', 'python', 'tableau', 'power bi', 'tableau']"
Data Analyst,"['excel', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Software Engineer,['jira']
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'python', 'sql', 'tableau']"
Data Analyst,"['data cleaning', 'data analysis', 'business analysis', 'sql', 'excel', 'power bi', 'tableau']"
Data Analyst,"['power bi', 'azure', 'power bi', 'python', 'tableau']"
Data Analyst,"['sql', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'tableau']"
Data Analyst,"['machine learning', 'power bi', 'python', 'tableau']"
Data Analyst,"['tableau', 'sql', 'gcp', 'azure', 'python', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['power bi', 'tableau', 'power bi', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'excel', 'power bi', 'tableau']"
Data Analyst,"['python', 'sql', 'tableau', 'power bi', 'sql', 'python', 'tableau']"
Data Analyst,"['data cleaning', 'data analysis', 'business analysis', 'dashboarding', 'excel', 'power bi', 'sql', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['power bi', 'tableau', 'power bi', 'tableau']"
Data Analyst,"['machine learning', 'python', 'sql', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'sql', 'azure', 'power bi', 'python', 'excel', 'power bi']"
Data Analyst,"['sql', 'tableau', 'power bi', 'python', 'tableau']"
Data Analyst,"['data cleaning', 'business analysis', 'sql', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['cloud', 'python', 'gcp', 'sql', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['sql', 'business analysis', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'python', 'sql']"
Data Analyst,"['machine learning', 'python', 'excel', 'power bi', 'sql']"
Data Analyst,"['python', 'python', 'sql', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'sql', 'tableau']"
Data Analyst,"['sas', 'tableau', 'excel', 'power bi', 'python']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'power bi', 'sql', 'python']"
Data Analyst,"['tableau', 'power bi', 'python', 'sql', 'tableau']"
Data Analyst,"['sql', 'business analysis', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'python', 'sql', 'tableau']"
Data Analyst,"['sql', 'gcp', 'cloud', 'excel', 'power bi', 'sql', 'tableau']"
Data Analyst,"['sql', 'excel', 'power bi', 'python', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'python', 'sql']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'python', 'tableau']"
Data Analyst,"['spark', 'hadoop', 'tableau', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['sql', 'business analysis', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'power bi', 'tableau', 'excel', 'power bi', 'tableau']"
Data Analyst,"['power bi', 'excel', 'power bi', 'tableau']"
Data Analyst,"['sql', 'business analysis', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'python', 'sql', 'tableau']"
Data Analyst,"['excel', 'power bi', 'sql', 'tableau', 'excel', 'power bi', 'tableau']"
Data Analyst,"['excel', 'excel', 'sql', 'tableau']"
Data Analyst,"['excel', 'sql', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'python', 'sql', 'python', 'sql', 'tableau']"
Data Analyst,"['excel', 'python', 'sql', 'excel', 'power bi', 'python', 'tableau']"
Data Analyst,"['power bi', 'python', 'sql', 'tableau', 'power bi', 'tableau']"
Data Analyst,"['excel', 'python', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'python', 'sql', 'excel', 'power bi', 'sql', 'python']"
Data Analyst,"['power bi', 'python', 'tableau', 'power bi', 'tableau']"
Data Analyst,"['excel', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'power bi', 'python', 'sql', 'excel', 'power bi']"
Data Analyst,"['spark', 'hadoop', 'java', 'excel', 'python', 'sql']"
Data Analyst,"['data cleaning', 'data analysis', 'business analysis', 'sql', 'excel', 'power bi', 'python', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'sql', 'tableau']"
Data Analyst,"['data cleaning', 'business analysis', 'sql', 'dashboarding', 'power bi', 'python', 'sql', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['business analysis', 'data analysis', 'sql', 'data cleaning', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'power bi', 'python', 'sql', 'tableau']"
Data Analyst,"['sas', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['data cleaning', 'data analysis', 'business analysis', 'dashboarding', 'power bi', 'python', 'tableau']"
Data Analyst,"['excel', 'python', 'sql', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'power bi', 'sql', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'power bi', 'python', 'sql', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['spark', 'nosql', 'mongodb', 'sql', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'sql', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['sql', 'business analysis', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['sql', 'tableau', 'excel', 'python', 'sql', 'tableau']"
Data Analyst,"['machine learning', 'javascript', 'java', 'excel', 'power bi', 'python', 'tableau']"
Data Analyst,"['excel', 'java', 'sas', 'sql', 'javascript', 'python', 'sql', 'power bi']"
Data Analyst,"['excel', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['sql', 'excel', 'power bi', 'python', 'sql']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'sql', 'tableau']"
Data Analyst,"['business analysis', 'data analysis', 'sql', 'data cleaning', 'python', 'sql', 'power bi']"
Data Analyst,"['sql', 'business analysis', 'data cleaning', 'data analysis', 'dashboarding', 'power bi', 'sql', 'tableau']"
Data Analyst,"['sql', 'business analysis', 'data cleaning', 'data analysis', 'dashboarding', 'power bi', 'sql', 'tableau']"
Data Analyst,"['tableau', 'power bi', 'javascript', 'java', 'power bi', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'power bi', 'python', 'sql', 'tableau']"
Data Analyst,"['excel', 'power bi', 'python', 'tableau', 'excel', 'power bi', 'tableau']"
Data Analyst,"['data cleaning', 'data analysis', 'business analysis', 'sql', 'excel', 'python', 'sql', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'sql', 'tableau']"
Data Analyst,"['sql', 'business analysis', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'tableau']"
Data Analyst,"['python', 'tableau', 'excel', 'sql', 'tableau']"
Data Analyst,"['spark', 'python', 'power bi', 'sql', 'tableau']"
Data Analyst,"['sql', 'business analysis', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'excel', 'python', 'sql', 'tableau']"
Data Analyst,"['sas', 'excel', 'python', 'sql', 'tableau']"
Data Analyst,"['sql', 'business analysis', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'sql', 'tableau']"
Data Analyst,"['power bi', 'sas', 'tableau', 'power bi', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'tableau']"
Data Analyst,"['sas', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['data cleaning', 'data analysis', 'business analysis', 'sql', 'excel', 'sql', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'power bi', 'sql', 'python', 'tableau']"
Data Analyst,"['sql', 'business analysis', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'python', 'tableau']"
Data Analyst,"['sql', 'python', 'sql', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'python', 'sql', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['power bi', 'azure', 'excel', 'power bi', 'sql', 'tableau']"
Data Analyst,"['spark', 'hadoop', 'java', 'javascript', 'python', 'power bi', 'sql', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'python', 'sql', 'power bi', 'tableau']"
Data Analyst,"['sql', 'power bi', 'sql', 'tableau']"
Software Engineer,"['sql', 'java', 'git']"
Data Analyst,"['power bi', 'sql', 'excel', 'python', 'sql', 'tableau']"
Data Analyst,"['data cleaning', 'data analysis', 'business analysis', 'dashboarding', 'excel', 'python', 'sql', 'tableau']"
Data Analyst,"['tableau', 'excel', 'python', 'sql', 'power bi']"
Data Analyst,"['data cleaning', 'data analysis', 'business analysis', 'dashboarding', 'excel', 'python', 'sql']"
Data Analyst,"['sql', 'tableau', 'power bi', 'python', 'tableau']"
Data Analyst,"['spark', 'sql', 'excel', 'sql', 'tableau']"
Data Analyst,"['python', 'tableau', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'sql', 'excel', 'python', 'tableau']"
Data Analyst,"['sas', 'python', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['sql', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'excel', 'power bi', 'sql', 'tableau']"
Data Analyst,"['sql', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'python', 'sql', 'tableau']"
Data Analyst,"['sql', 'excel', 'power bi', 'python', 'sql']"
Data Analyst,"['excel', 'python', 'sql', 'tableau', 'excel', 'tableau']"
Data Analyst,"['excel', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['data cleaning', 'business analysis', 'sql', 'dashboarding', 'excel', 'power bi', 'python', 'tableau']"
Data Analyst,"['excel', 'excel', 'power bi', 'tableau']"
Data Analyst,"['cloud', 'tableau', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['javascript', 'java', 'excel', 'power bi', 'sql', 'tableau']"
Data Analyst,"['python', 'aws', 'tableau', 'git', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'sql', 'python']"
Data Analyst,"['excel', 'power bi', 'excel', 'power bi']"
Data Analyst,"['data cleaning', 'data analysis', 'business analysis', 'sql', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['sql', 'power bi', 'sql', 'python', 'tableau']"
Data Analyst,"['sas', 'sql', 'python', 'sql', 'tableau']"
Data Analyst,"['sql', 'business analysis', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'python', 'tableau']"
Data Analyst,"['hadoop', 'sas', 'java', 'excel', 'power bi', 'python']"
Data Analyst,"['excel', 'power bi', 'sql', 'tableau']"
Data Analyst,"['sql', 'power bi', 'sql', 'python', 'tableau']"
Data Analyst,"['excel', 'excel', 'python', 'sql']"
Data Analyst,"['excel', 'sql', 'tableau', 'excel', 'tableau']"
Data Analyst,"['sas', 'sql', 'power bi', 'python', 'sql', 'tableau']"
Data Analyst,"['tableau', 'python', 'sql', 'tableau']"
Data Analyst,"['sas', 'sql', 'power bi', 'sql', 'python', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'sql', 'tableau']"
Data Analyst,"['excel', 'excel']"
Data Analyst,"['machine learning', 'sql', 'excel', 'python', 'sql', 'tableau']"
Data Analyst,"['excel', 'sql', 'tableau', 'excel', 'tableau']"
Data Analyst,"['power bi', 'python', 'power bi', 'python', 'sql', 'tableau']"
Data Analyst,"['machine learning', 'sql', 'python', 'sql', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['business analysis', 'data analysis', 'sql', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'sql', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'power bi', 'excel', 'power bi']"
Data Analyst,"['python', 'sql', 'tableau', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['sql', 'excel', 'python', 'sql']"
Data Analyst,"['excel', 'excel', 'jira']"
Data Analyst,"['data cleaning', 'data analysis', 'business analysis', 'sql', 'power bi', 'sql', 'python', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'sql', 'python']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'python', 'tableau']"
Data Analyst,"['sql', 'tableau', 'excel', 'python', 'sql']"
Data Analyst,"['power bi', 'sql', 'aws', 'tableau', 'power bi', 'tableau']"
Data Analyst,"['power bi', 'aws', 'cloud', 'tableau', 'power bi', 'tableau']"
Data Analyst,"['gcp', 'azure', 'aws', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['python', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['data cleaning', 'data analysis', 'business analysis', 'dashboarding', 'excel', 'power bi', 'sql', 'tableau']"
Data Analyst,"['sql', 'business analysis', 'data cleaning', 'data analysis', 'dashboarding', 'power bi', 'python', 'sql', 'tableau']"
Data Analyst,"['sql', 'data analysis', 'business analysis', 'dashboarding', 'excel', 'sql', 'tableau']"
Data Analyst,"['machine learning', 'power bi', 'python', 'aws', 'excel', 'sql', 'tableau']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['sql', 'business analysis', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'python']"
Data Analyst,"['excel', 'excel', 'git']"
Data Analyst,"['cloud', 'python', 'sql', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['hadoop', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['sql', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['sas', 'python', 'sql', 'excel', 'sql', 'tableau']"
Data Analyst,"['power bi', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'python', 'sql', 'tableau', 'excel', 'tableau']"
Data Analyst,"['sql', 'tableau', 'tableau', 'jira']"
Data Analyst,"['excel', 'sql', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'sql']"
Data Analyst,"['spark', 'sql', 'azure', 'power bi', 'python', 'tableau']"
Data Analyst,"['sql', 'excel', 'power bi', 'python']"
Data Analyst,"['power bi', 'power bi', 'sql', 'python']"
Data Analyst,"['business analysis', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['excel', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['python', 'excel', 'power bi', 'python', 'sql']"
Data Analyst,"['machine learning', 'tableau', 'excel', 'sql', 'power bi', 'python']"
